cve_id,arm,k,action,target_rule_id,rules_hash_pre,rules_hash_post,rules_yaml_bytes_pre,rules_yaml_bytes_post,rules_yaml_changed,findings_hash,findings_changed_vs_k0
CVE-2021-3583,semgrep,0,refine,python-os-command-injection-execute-command-wrapper,58c8df714a0e4d15,a572b2028eb73693,1704,1959,True,1f60b503d1a458bb,False
CVE-2021-3583,semgrep,1,refine,python-os-command-injection-shell-true,a572b2028eb73693,b3556918cc994976,1959,2097,True,844b62a3389d3c44,True
CVE-2021-3583,semgrep,2,refine,python-os-command-injection-shell-true,b3556918cc994976,489dc46fe5576559,2097,2215,True,a1caf30789b1cdb8,True
CVE-2021-3583,semgrep,3,,,489dc46fe5576559,489dc46fe5576559,2215,2215,False,a1caf30789b1cdb8,True
CVE-2023-22884,semgrep,0,refine,python-os-command-injection-command-string,58c8df714a0e4d15,349202e4190143d9,1704,1924,True,8095565a1d4974c5,False
CVE-2023-22884,semgrep,1,refine,python-os-command-injection-command-string,349202e4190143d9,8052fc07975189c6,1924,2272,True,8095565a1d4974c5,False
CVE-2023-22884,semgrep,2,refine,python-os-command-injection-command-string,8052fc07975189c6,b1aa8d5a8b58d8a6,2272,2381,True,8095565a1d4974c5,False
CVE-2023-22884,semgrep,3,,,b1aa8d5a8b58d8a6,b1aa8d5a8b58d8a6,2381,2381,False,f2bd15713aeacfa1,True
CVE-2022-46421,semgrep,0,refine,python-os-command-injection-command-string,58c8df714a0e4d15,e20ce6d346f845d7,1704,2165,True,c387b1f27ce5b1c7,False
CVE-2022-46421,semgrep,1,refine,python-os-command-injection-command-string,e20ce6d346f845d7,894772ecc330d3ed,2165,2332,True,c387b1f27ce5b1c7,False
